Unnamed: 0,项目编码,项目名称,角色,姓名
1320,TZ-2022-LN-000111,辽宁抚顺晶能100MW光伏项目,项目部(经理),黄宇鹏
1321,TZ-2020-NX-000056,宁夏永宁国光100MW光伏项目,项目部(经理),王国鑫
1322,TZ-2017-SH-000036,上海国家会展2.2MW分布式光伏项目,项目经理,黄宇鹏
1323,TZ-2019-SH-000035,上海浦东商飞2MW分布式光伏项目,项目经理,母志远
1324,TZ-2019-XJ-000009,新疆木垒联合光伏100MW光伏项目,项目经理,黄宇鹏
1325,TZ-2020-XJ-000044,新疆北塔山中惠天合50MW光伏项目,项目部(经理),黄宇鹏
1326,TZ-2020-XJ-000043,新疆北塔山保利招商100MW光伏项目,项目部(经理),黄宇鹏
1327,TZ-2020-NX-000042,宁夏卫钢200MW光伏项目,项目部(经理),董钊
1328,TZ-2019-XJ-000008,新疆木垒采田100MW光伏项目,项目部(经理),黄宇鹏
1329,TZ-2019-XJ-000007,新疆木垒天辉100MW光伏项目,项目部(经理),黄宇鹏
1330,TZ-2014-JS-000032,江苏金湖正辉100MW光伏项目,项目部(经理),黄宇鹏
1331,TZ-2018-GX-000040,广西蓝铁11.7MW分布式光伏项目,项目部(经理),黄宇鹏
1332,TZ-2017-AH-000439,安徽蜡笔小新6MW分布式+万爱电器5.5MW光伏项目,项目部(经理),黄宇鹏
1333,TZ-2020-SD-000030,山东枣庄昊源二期10MW光伏项目,项目部(经理),户帅
1334,TZ-2016-AH-000037,安徽合肥大川40MW光伏项目,项目经理,黄宇鹏
1335,TZ-2015-ZJ-000033,浙江龙游瑞源10MW光伏项目,项目部(经理),黄宇鹏
1336,TZ-2017-HE-000022,河北赤城雀沟20MW光伏项目,项目部(经理),王国鑫
1337,TZ-2018-HE-000021,河北涞源三期10MW光伏项目,项目部(经理),郝大帅
1338,TZ-2017-HE-000020,河北涞源斜山30MW光伏项目,项目部(经理),郝大帅
1339,TZ-2015-HE-000019,河北涞源泉裕20MW光伏项目,项目部(经理),高鹏
1340,TZ-2015-HE-000017,河北涉县龙虎20MW光伏项目,项目部(经理),高鹏
1341,TZ-2015-HE-000016,河北海兴小山50MW光伏项目,项目部(经理),夏亮
1342,TZ-2015-HE-000015,河北曲阳郎家庄20MW光伏项目,项目部(经理),高鹏
1343,TZ-2015-HE-000014,河北曲阳庄窠20MW光伏项目,项目部(经理),高鹏
1344,TZ-2017-LN-000013,辽宁北方重工30MW分布式光伏项目,项目部(经理),孙广岩
1345,TZ-2017-LN-000012,辽宁沈阳机床36MW分布式光伏项目,项目部(经理),孙广岩
1346,TZ-2018-HL-000010,黑龙江安达昌德40MW光伏项目,项目部(经理),陈金柱
1347,TZ-2016-NX-000006,宁夏红寺堡嘉润19.125MW分布式光伏项目,项目部(经理),户帅
1348,TZ-2015-NX-000005,宁夏盐池国信100MW光伏项目,项目部(经理),夏亮
1349,TZ-2015-NX-000004,宁夏同心隆基二期40MW光伏项目,项目部(经理),夏亮
1350,TZ-2013-NX-000003,宁夏同心隆基一期30MW光伏项目,项目部(经理),夏亮
1351,TZ-2015-NX-000002,宁夏中宁利能30MW光伏项目,项目部(经理),夏亮
1352,TZ-2015-NX-000001,宁夏中宁隆基天华20MW光伏项目,项目部(经理),闫欢欢
1353,TZ-2021-FJ-000441,福建宁德上汽21MW+3.9MW分布式光伏项目,项目经理,杨志会
1354,TZ-2018-SX-000026,山西寿阳建公100MW光伏项目（4#）,项目部(经理),孙广岩
1355,TZ-2018-SX-000025,山西寿阳里思100MW光伏项目（2#）,项目部(经理),孙广岩
1356,TZ-2018-SX-600025,山西寿阳里思100MW+建公100MW光伏项目,项目部(经理),孙广岩
1357,TZ-2016-SD-600067,山东夏津田庄100MW+新盛100MW风电项目,项目经理,黄宇鹏
1358,TZ-2017-SD-000068,山东夏津新盛100MW风电项目（二期）,项目经理,黄宇鹏
1359,TZ-2016-SD-000067,山东夏津田庄100MW风电项目（一期）,项目经理,黄宇鹏
1360,TZ-2023-JS-000339,江苏常州蜂巢2.8MW/9.03MWh储能项目,项目经理,杨志会
1361,TZ-2023-JS-000101,江苏常州蜂巢14MW分布式光伏项目,项目经理,杨志会
1362,TZ-2023-JS-600101,江苏常州蜂巢14MW分布式光伏+2.8MW/9.03MWh储能项目,项目经理,杨志会
1363,TZ-2023-JS-000090,江苏徐州睢宁二期19.8MW分散式风电项目,项目部(成员),陈阳
1364,TZ-2023-JS-000090,江苏徐州睢宁二期19.8MW分散式风电项目,项目部(经理),杨志会
1365,TZ-2023-JS-000089,江苏徐州睢宁一期13.2MW分散式风电项目,项目部(经理),杨志会
1366,TZ-2023-JS-000089,江苏徐州睢宁一期13.2MW分散式风电项目,项目部(成员),陈阳
1367,TZ-2018-SX-000026,山西寿阳建公100MW光伏项目（4#）,项目成员,张维康
1368,TZ-2018-SX-000026,山西寿阳建公100MW光伏项目（4#）,项目部(经理),陈金柱
1369,TZ-2018-SX-000025,山西寿阳里思100MW光伏项目（2#）,项目成员,张维康
1370,TZ-2018-SX-000025,山西寿阳里思100MW光伏项目（2#）,项目部(经理),陈金柱
1371,TZ-2023-GD-000095,广东梅州粤智安流镇70MW光伏项目,项目部(经理),邱中全
1372,TZ-2023-GD-000095,广东梅州粤智安流镇70MW光伏项目,项目部(经理),王国鑫
1373,TZ-2023-GD-000095,广东梅州粤智安流镇70MW光伏项目,项目部(经理),王磊
1374,TZ-2023-GD-000095,广东梅州粤智安流镇70MW光伏项目,项目部(经理),张禹凡
1375,TZ-2023-GD-000095,广东梅州粤智安流镇70MW光伏项目,项目经理,韵育强
1376,TZ-2023-GD-000095,广东梅州粤智安流镇70MW光伏项目,项目经理,江建
1377,TZ-2023-GD-000095,广东梅州粤智安流镇70MW光伏项目,项目经理,王桂芳
1378,TZ-2015-ZJ-000033,浙江龙游瑞源10MW光伏项目,项目经理(主责),赵雅
1379,TZ-2023-GD-000096,广东梅州粤智横陂镇57MW光伏项目,项目部(经理),邱中全
1380,TZ-2023-GD-000096,广东梅州粤智横陂镇57MW光伏项目,项目部(经理),王国鑫
1381,TZ-2023-GD-000096,广东梅州粤智横陂镇57MW光伏项目,项目部(经理),王磊
1382,TZ-2023-GD-000096,广东梅州粤智横陂镇57MW光伏项目,项目部(经理),张禹凡
1383,TZ-2023-GD-000096,广东梅州粤智横陂镇57MW光伏项目,项目经理,韵育强
1384,TZ-2023-GD-000096,广东梅州粤智横陂镇57MW光伏项目,项目经理,江建
1385,TZ-2023-GD-000096,广东梅州粤智横陂镇57MW光伏项目,项目经理,王桂芳
1386,TZ-2023-HB-000063,湖北公安狮子口100MW光伏项目,项目经理(主责),余欣玥
1387,TZ-2018-SX-600025,山西寿阳里思100MW+建公100MW光伏项目,项目部(经理),夏亮
1388,TZ-2023-HA-000116,河南南阳社旗40MW风电项目,项目部(经理),闫欢欢
1389,TZ-2024-XJ-000450,新疆哈密伊吾7000MW风电项目,项目经理,熊睿俊
1390,TZ-2024-XJ-000450,新疆哈密伊吾7000MW风电项目,项目经理,王超越
1391,TZ-2024-XJ-000450,新疆哈密伊吾7000MW风电项目,项目经理,郑栋文
1392,TZ-2024-XJ-000450,新疆哈密伊吾7000MW风电项目,项目经理,杜玉博
1393,TZ-2024-BJ-000416,金开启昱（北京）新能源发展合伙企业（有限合伙）合伙份额投资项目,项目经理,张弘
1394,TZ-2024-BJ-000416,金开启昱（北京）新能源发展合伙企业（有限合伙）合伙份额投资项目,项目经理,白旭霞
1395,TZ-2024-GD-000396,广东汕头粤东场址三-3-1000MW海上风电及配套项目,项目经理(主责),夏雄星
1396,TZ-2024-GD-000395,广东汕头粤东场址三-1-1000MW海上风电及配套项目,项目经理(主责),夏雄星
1397,TZ-2024-SD-000406,山东枣庄市中区75MW风电项目,项目成员,韩利
1398,TZ-2024-TJ-000418,天津宁河丰台南埋珠60MW集中式风电项目,项目成员,杨明
1399,TZ-2024-TJ-000418,天津宁河丰台南埋珠60MW集中式风电项目,项目成员,王馨琰
1400,TZ-2024-TJ-000418,天津宁河丰台南埋珠60MW集中式风电项目,项目经理,夏雄星
1401,TZ-2024-TJ-000418,天津宁河丰台南埋珠60MW集中式风电项目,项目经理(主责),吴杰
1402,TZ-2025-NM-000459,内蒙古锡林郭勒源网荷储一体化360MW风电项目,项目经理(主责),刘岩
1403,TZ-2025-NM-000459,内蒙古锡林郭勒源网荷储一体化360MW风电项目,项目经理,曹天骐
1404,TZ-2025-NM-000460,内蒙古锡林郭勒源网荷储一体化40MW光伏项目,项目经理(主责),刘岩
1405,TZ-2025-NM-000460,内蒙古锡林郭勒源网荷储一体化40MW光伏项目,项目经理,曹天骐
1406,TZ-2024-XZ-000449,西藏林芝工布江达200MW光伏项目,项目经理(主责),周博川
1407,TZ-2024-XZ-000448,西藏林芝朗县200MW风电项目,项目经理(主责),周博川
1408,-,吉林省白城市通榆县风电项目,项目经理(主责),王阳阳
1409,TZ-2025-NM-600459,内蒙古锡林郭勒源网荷储400MW一体化项目,项目经理,曹天骐
1410,TZ-2025-NM-600459,内蒙古锡林郭勒源网荷储400MW一体化项目,项目经理(主责),刘岩
1411,TZ-2025-HB-000461,湖北黄冈黄梅100MW风电项目,项目经理,余欣玥
1412,TZ-2025-HB-000461,湖北黄冈黄梅100MW风电项目,项目经理(主责),文浩宇
1413,TZ-2025-NM-000459,内蒙古锡林郭勒源网荷储一体化360MW风电项目,项目经理,巩思辰
1414,TZ-2025-NM-000460,内蒙古锡林郭勒源网荷储一体化40MW光伏项目,项目经理(主责),巩思辰
1415,TZ-2023-HB-000204,湖北黄冈黄梅150MW风电项目,项目经理,赵雅
1416,TZ-2025-NM-600459,内蒙古锡林郭勒源网荷储400MW一体化项目,项目经理,巩思辰
1417,TZ-2023-HB-000204,湖北黄冈黄梅150MW风电项目,项目经理(主责),余欣玥
1418,TZ-2024-NM-000451,内蒙古锡林郭勒源网荷储400MW风电项目,项目经理,巩思辰
1419,TZ-2023-GD-000355,广东化州杨梅80MW光伏项目,项目部(经理),邱中全
1420,TZ-2023-GD-000354,广东化州平定80MW光伏项目,项目部(经理),邱中全
1421,TZ-2023-GD-000354,广东化州平定80MW光伏项目,项目经理(主责),郑雯婷
1422,TZ-2023-GD-000355,广东化州杨梅80MW光伏项目,项目经理(主责),郑雯婷
1423,TZ-2023-HB-000105,湖北石首开奥50MW/100MWh储能项目,项目成员,文浩宇
1424,TZ-2023-HB-000062,湖北石首团山寺70MW光伏项目,项目成员,文浩宇
1425,TZ-2024-BJ-000416,金开启昱（北京）新能源发展合伙企业（有限合伙）合伙份额投资项目,项目成员,刘畅
1426,TZ-2024-BJ-000416,金开启昱（北京）新能源发展合伙企业（有限合伙）合伙份额投资项目,项目经理,张凤迪
1427,TZ-2024-NM-000428,内蒙古锡林郭勒盟铁合金30%股权收购项目,项目成员,邹博文
1428,TZ-2024-BJ-000416,金开启昱（北京）新能源发展合伙企业（有限合伙）合伙份额投资项目,项目经理,邓栗
1429,TZ-2024-XJ-000432,新疆昌吉木垒天润100MW风电项目,项目经理,方晨
1430,TZ-2024-XJ-000432,新疆昌吉木垒天润100MW风电项目,项目经理,黎敏妮
1431,TZ-2024-XJ-000432,新疆昌吉木垒天润100MW风电项目,项目经理,韩雷兴
1432,TZ-2024-XJ-000432,新疆昌吉木垒天润100MW风电项目,项目经理,李若白
1433,-,-,项目经理,巩思辰
1434,-,新疆维吾尔自治区阿勒泰地区吉木乃县风电项目,项目经理(主责),张国军
1435,-,新疆维吾尔自治区阿勒泰地区吉木乃县风电项目,项目经理(主责),赵志铎
1436,TZ-2024-XZ-000448,西藏林芝朗县200MW风电项目,项目经理,李海燕
1437,TZ-2024-XZ-000447,西藏那曲色尼区200MW风电项目,项目经理,李海燕
1438,TZ-2024-XZ-000449,西藏林芝工布江达200MW光伏项目,项目经理,李海燕
1439,TZ-2017-LN-000012,辽宁沈阳机床36MW分布式光伏项目,项目部(经理),韩雷兴
1440,TZ-2017-LN-000013,辽宁北方重工30MW分布式光伏项目,项目部(经理),韩雷兴
1441,TZ-2023-SN-000267,陕西府谷润泽40MW分散式风电项目,项目经理,黄宇鹏
1442,TZ-2019-SX-000440,山西平顺佛堂岭80MW+平顺国合170MW光伏领跑基地项目,项目部(经理),黄宇鹏
1443,TZ-2023-XJ-000064,新疆乌鲁木齐机场11.6MW分布式光伏项目,项目成员,杨雨澄
1444,TZ-2021-SX-000118,山西芮城九广20MW分散式风电项目,项目成员,杨雨澄
1445,TZ-2023-GD-600095,广东梅州粤智安流镇70MW+横陂镇57MW光伏项目,项目经理,王桂芳
1446,TZ-2021-NX-000108,宁夏吴忠太阳山20MW光伏项目,项目成员,杨雨澄
1447,TZ-2021-NX-000108,宁夏吴忠太阳山20MW光伏项目,项目成员,李楠
1448,TZ-2021-NX-000108,宁夏吴忠太阳山20MW光伏项目,项目成员,黄宇鹏
1449,TZ-2023-GD-600095,广东梅州粤智安流镇70MW+横陂镇57MW光伏项目,项目经理,江建
1450,TZ-2023-GD-600095,广东梅州粤智安流镇70MW+横陂镇57MW光伏项目,项目经理,韵育强
1451,TZ-2023-GD-600095,广东梅州粤智安流镇70MW+横陂镇57MW光伏项目,项目经理,靳家佳
1452,TZ-2023-GD-600095,广东梅州粤智安流镇70MW+横陂镇57MW光伏项目,项目经理,田扩
1453,TZ-2022-LN-000111,辽宁抚顺晶能100MW光伏项目,项目部(经理),邵本初
1454,TZ-2021-SX-000118,山西芮城九广20MW分散式风电项目,项目成员,彭锁焱
1455,TZ-2021-SX-000118,山西芮城九广20MW分散式风电项目,项目成员,黄宇鹏
1456,TZ-2024-XJ-000432,新疆昌吉木垒天润100MW风电项目,项目经理,张凤迪
1457,TZ-2024-XJ-000432,新疆昌吉木垒天润100MW风电项目,项目成员,刘畅
1458,TZ-2023-TJ-000061,天津西青大寺镇诚开120MW光伏项目,项目成员,田权
1459,TZ-2024-XJ-000432,新疆昌吉木垒天润100MW风电项目,项目经理,斯琴塔娜
1460,TZ-2024-XJ-000432,新疆昌吉木垒天润100MW风电项目,项目经理,朱静思
1461,TZ-2024-XZ-000448,西藏林芝朗县200MW风电项目,项目成员,史晓兵
1462,TZ-2024-XZ-000448,西藏林芝朗县200MW风电项目,项目成员,方晨
1463,TZ-2024-XZ-000448,西藏林芝朗县200MW风电项目,项目成员,宋艺涓
1464,TZ-2024-XZ-000448,西藏林芝朗县200MW风电项目,项目成员,邢智全
1465,TZ-2024-XZ-000448,西藏林芝朗县200MW风电项目,项目成员,杨雅婷
1466,TZ-2024-XZ-000448,西藏林芝朗县200MW风电项目,项目成员,柳琳
1467,TZ-2024-XZ-000448,西藏林芝朗县200MW风电项目,项目成员,马思远
1468,TZ-2024-XZ-000448,西藏林芝朗县200MW风电项目,项目成员,韩雷兴
1469,TZ-2024-XZ-000448,西藏林芝朗县200MW风电项目,项目成员,石宝
1470,TZ-2024-XZ-000448,西藏林芝朗县200MW风电项目,项目成员,郑辉
1471,TZ-2024-XZ-000448,西藏林芝朗县200MW风电项目,项目成员,靳家佳
1472,TZ-2024-XZ-000448,西藏林芝朗县200MW风电项目,项目成员,张弘
1473,TZ-2024-XZ-000448,西藏林芝朗县200MW风电项目,项目成员,覃鸿念
1474,TZ-2024-XZ-000449,西藏林芝工布江达200MW光伏项目,项目经理,史晓兵
1475,TZ-2024-XZ-000449,西藏林芝工布江达200MW光伏项目,项目经理,方晨
1476,TZ-2024-XZ-000449,西藏林芝工布江达200MW光伏项目,项目经理,宋艺涓
1477,TZ-2024-XZ-000449,西藏林芝工布江达200MW光伏项目,项目经理,邢智全
1478,TZ-2024-XZ-000449,西藏林芝工布江达200MW光伏项目,项目经理,杨雅婷
1479,TZ-2024-XZ-000449,西藏林芝工布江达200MW光伏项目,项目经理,柳琳
1480,TZ-2024-XZ-000449,西藏林芝工布江达200MW光伏项目,项目经理,马思远
1481,TZ-2024-XZ-000449,西藏林芝工布江达200MW光伏项目,项目部(经理),韩雷兴
1482,TZ-2024-XZ-000449,西藏林芝工布江达200MW光伏项目,项目经理,石宝
1483,TZ-2024-XZ-000449,西藏林芝工布江达200MW光伏项目,项目经理,郑辉
1484,TZ-2024-XZ-000449,西藏林芝工布江达200MW光伏项目,项目经理,靳家佳
1485,TZ-2024-XZ-000449,西藏林芝工布江达200MW光伏项目,项目经理,张弘
1486,TZ-2025-GQJJ-000458,无问芯穹股权投资项目,项目经理(主责),梁晨
1487,TZ-2022-SH-000066,上海浦东商飞二期6.4MW分布式光伏项目,项目经理,母志远
1488,TZ-2022-SH-000066,上海浦东商飞二期6.4MW分布式光伏项目,项目经理,陈阳
1489,TZ-2024-XZ-000376,西藏那曲色尼100MW光伏项目,项目成员,柳琳
1490,TZ-2023-HI-000369,海南儋州新州100MW分布式光伏项目,项目成员,柳琳
1491,TZ-2023-AH-000130,安徽亳州万事通100MW风电项目,项目成员,邓栗
1492,TZ-2023-SN-000267,陕西府谷润泽40MW分散式风电项目,项目经理,朱静思
1493,TZ-2023-LN-000117,辽宁本溪福耀20MW分布式光伏项目,项目成员,柳琳
1494,TZ-2021-NX-000108,宁夏吴忠太阳山20MW光伏项目,项目成员,田扩
1495,TZ-2023-GD-000096,广东梅州粤智横陂镇57MW光伏项目,项目经理,田扩
1496,TZ-2023-GD-000095,广东梅州粤智安流镇70MW光伏项目,项目经理,田扩
1497,TZ-2023-GD-000102,广东肇庆高要区150MW光伏项目,项目成员,田扩
1498,TZ-2022-SH-000066,上海浦东商飞二期6.4MW分布式光伏项目,项目成员,路子颍
1499,TZ-2023-HB-000062,湖北石首团山寺70MW光伏项目,项目成员,路子颍
1500,TZ-2022-HB-000060,湖北监利马嘶湖100MW光伏项目,项目成员,田扩
1501,TZ-2023-GX-000059,广西贵港南晶150MW光伏项目,项目成员,田扩
1502,TZ-2021-HL-000082,黑龙江大庆大同4MW分散式风电项目,项目成员,朱静思
1503,TZ-2021-HL-000082,黑龙江大庆大同4MW分散式风电项目,项目成员,柳琳
1504,TZ-2021-HL-000081,黑龙江大庆八村3MW分散式风电项目,项目成员,朱静思
1505,TZ-2021-HL-000081,黑龙江大庆八村3MW分散式风电项目,项目成员,柳琳
1506,TZ-2021-HL-000080,黑龙江大庆新站10.6MW分散式风电项目,项目成员,朱静思
1507,TZ-2021-HL-000080,黑龙江大庆新站10.6MW分散式风电项目,项目成员,柳琳
1508,TZ-2021-HL-000079,黑龙江大庆葡萄花28.8MW分散式风电项目,项目成员,朱静思
1509,TZ-2021-HL-000079,黑龙江大庆葡萄花28.8MW分散式风电项目,项目成员,柳琳
1510,TZ-2023-HE-000360,河北邯郸馆陶100MW风电项目,项目经理,梁晨
1511,TZ-2021-LN-000085,辽宁法库依牛堡5.6MW分散式分风电项目,项目成员,田扩
1512,TZ-2021-LN-000084,辽宁阜新东矿6.6MW分散式风电项目,项目成员,田扩
1513,TZ-2020-XJ-000074,新疆奇台新科100MW风电项目,项目成员,邓栗
1514,TZ-2020-SD-000078,山东菏泽新风50MW风电项目,项目成员,田扩
1515,TZ-2020-XJ-000071,新疆木垒大石头第三风电场100MW项目,项目经理,田扩
1516,TZ-2023-SD-000097,山东寿光扬光50MW光伏项目,项目成员,耿翔宇
1517,TZ-2022-JS-000099,江苏溧阳紫宸14MW分布式光伏项目,项目成员,郭婧
1518,TZ-2023-AH-000100,安徽马鞍山蜂巢6MW分布式光伏项目,项目经理,郭婧
1519,TZ-2020-NX-000056,宁夏永宁国光100MW光伏项目,项目成员,朱静思
1520,TZ-2021-SD-000442,山东魏桥241.4MW分布式光伏项目,项目成员,路子颍
1521,TZ-2021-ZJ-000055,浙江中拓3.177MW分布式光伏项目,项目成员,田扩
1522,TZ-2020-NX-000042,宁夏卫钢200MW光伏项目,项目成员,郭婧
1523,TZ-2018-GX-000040,广西蓝铁11.7MW分布式光伏项目,项目成员,朱静思
1524,TZ-2017-AH-000439,安徽蜡笔小新6MW分布式+万爱电器5.5MW光伏项目,项目成员,柳琳
1525,TZ-2017-AH-000439,安徽蜡笔小新6MW分布式+万爱电器5.5MW光伏项目,项目成员,朱静思
1526,TZ-2017-HE-000022,河北赤城雀沟20MW光伏项目,项目成员,朱静思
